Name,Age,Occupation,PAN_Card,Aadhar_Card,Bank_Account_No,Marital_Status,Children (Yes/No),Reported_Income,Interest_Income,Business_Income,Capital_Gains,Other_Income,Educational_Expenses,Healthcare_Costs,Lifestyle_Expenditure,Other_Expenses,Bank_Debited,Credit_Card_Debited,Actual_Income
Name4061,42,Business,PAN4061X,Aadhar4061,BankAcc4061,Single,No,366317,36632,0,0,,29305,25642,43958,36632,18316,10990,478529
Name4062,31,Business,PAN4062X,Aadhar4062,BankAcc4062,Single,No,615291,61529,0,0,0,49223,43070,73835,0,30765,18459,727503
Name4063,25,Self-employed,PAN4063X,Aadhar4063,BankAcc4063,Married,No,1688788,168879,337758,0,253318,135103,118215,0,168879,84439,50664,1801000
Name4064,61,Self-employed,PAN4064X,Aadhar4064,BankAcc4064,Married,No,1911759,0,382352,,286764,152941,0,229411,191176,95588,57353,2023971
Name4065,82,Business,PAN4065X,Aadhar4065,BankAcc4065,Married,Yes,567668,56767,113534,0,0,45413,39737,68120,0,0,17030,679880
Name4066,43,Business,PAN4066X,Aadhar4066,BankAcc4066,Single,No,1696468,169647,0,84823,254470,135717,118753,203576,169647,84823,50894,1808680
Name4067,100,Business,PAN4067X,Aadhar4067,BankAcc4067,Married,Yes,34479,3448,0,1724,5172,2758,2414,4137,3448,1724,1034,146691
Name4068,40,Self-employed,PAN4068X,Aadhar4068,BankAcc4068,Single,Yes,48703,4870,9741,0,0,0,3409,5844,0,2435,1461,160915
Name4069,98,Self-employed,PAN4069X,Aadhar4069,BankAcc4069,Married,Yes,1841037,184104,368207,0,0,147283,128873,220924,0,92052,55231,1953249
Name4070,38,Salaried,PAN4070X,Aadhar4070,BankAcc4070,Married,No,164531,16453,32906,0,24680,13162,11517,19744,16453,8227,4936,276743
Name4071,49,Self-employed,PAN4071X,Aadhar4071,BankAcc4071,Married,Yes,1197968,119797,239594,59898,179695,95837,83858,143756,119797,59898,35939,1310180
Name4072,63,Self-employed,PAN4072X,Aadhar4072,BankAcc4072,Single,Yes,363399,36340,72680,0,54510,29072,25438,43608,36340,18170,10902,475611
Name4073,31,Business,PAN4073X,Aadhar4073,BankAcc4073,Single,Yes,1881667,188167,376333,94083,282250,150533,131717,225800,188167,0,56450,1993879
Name4074,94,Salaried,PAN4074X,Aadhar4074,BankAcc4074,Single,No,1406210,140621,281242,70310,0,112497,98435,0,140621,0,42186,1518422
Name4075,69,Self-employed,PAN4075X,Aadhar4075,BankAcc4075,Married,Yes,693308,69331,138662,0,103996,0,48532,83197,69331,34665,20799,805520
Name4076,49,Business,PAN4076X,Aadhar4076,BankAcc4076,Married,No,1258810,125881,251762,,188822,100705,0,151057,0,62940,37764,1371022
Name4077,85,Salaried,PAN4077X,Aadhar4077,BankAcc4077,Married,No,457718,45772,0,0,68658,36617,32040,54926,0,22886,13732,569930
Name4078,86,Salaried,PAN4078X,Aadhar4078,BankAcc4078,Married,No,962978,0,192596,0,144447,0,0,115557,96298,48149,28889,1075190
Name4079,35,Self-employed,PAN4079X,Aadhar4079,BankAcc4079,Married,Yes,925365,92536,185073,46268,138805,74029,64776,111044,92536,0,27761,1037577
Name4080,43,Business,PAN4080X,Aadhar4080,BankAcc4080,Married,Yes,1879730,187973,375946,0,281960,150378,131581,225568,187973,93986,56392,1991942
Name4081,50,Business,PAN4081X,Aadhar4081,BankAcc4081,Single,No,113849,0,0,5692,17077,9108,7969,13662,11385,5692,3415,226061
Name4082,61,Self-employed,PAN4082X,Aadhar4082,BankAcc4082,Single,Yes,899004,0,179801,0,0,0,62930,107880,89900,44950,26970,1011216
Name4083,85,Self-employed,PAN4083X,Aadhar4083,BankAcc4083,Single,No,354997,35500,70999,,53250,28400,0,42600,35500,17750,10650,467209
Name4084,72,Salaried,PAN4084X,Aadhar4084,BankAcc4084,Married,Yes,757088,0,151418,37854,113563,60567,52996,90851,75709,0,22713,869300
Name4085,40,Business,PAN4085X,Aadhar4085,BankAcc4085,Single,Yes,1567795,0,0,0,235169,125424,109746,0,156780,78390,0,1680007
Name4086,57,Salaried,PAN4086X,Aadhar4086,BankAcc4086,Married,Yes,257168,25717,51434,12858,38575,20573,18002,30860,25717,0,7715,369380
Name4087,40,Salaried,PAN4087X,Aadhar4087,BankAcc4087,Single,Yes,1645576,164558,329115,0,0,0,115190,197469,0,82279,49367,1757788
Name4088,56,Business,PAN4088X,Aadhar4088,BankAcc4088,Single,No,1998787,199879,0,0,0,159903,139915,0,0,99939,59964,2110999
Name4089,34,Self-employed,PAN4089X,Aadhar4089,BankAcc4089,Single,Yes,1615997,161600,0,80800,242400,129280,113120,0,0,80800,48480,1728209
Name4090,41,Salaried,PAN4090X,Aadhar4090,BankAcc4090,Married,Yes,1584014,158401,316803,0,0,126721,110881,0,158401,79201,47520,1696226
Name4091,90,Salaried,PAN4091X,Aadhar4091,BankAcc4091,Married,Yes,785997,78600,157199,0,117900,62880,55020,94320,78600,39300,23580,898209
Name4092,71,Business,PAN4092X,Aadhar4092,BankAcc4092,Married,No,1367620,136762,273524,0,205143,109410,0,164114,0,68381,41029,1479832
Name4093,66,Business,PAN4093X,Aadhar4093,BankAcc4093,Single,No,187543,0,37509,9377,28131,0,13128,0,18754,9377,5626,299755
Name4094,99,Salaried,PAN4094X,Aadhar4094,BankAcc4094,Single,Yes,210035,21004,42007,10502,31505,16803,14702,25204,21004,10502,6301,322247
Name4095,27,Business,PAN4095X,Aadhar4095,BankAcc4095,Married,Yes,746068,74607,149214,37303,111910,59685,52225,89528,74607,37303,22382,858280
Name4096,37,Self-employed,PAN4096X,Aadhar4096,BankAcc4096,Single,No,523347,52335,104669,26167,78502,41868,36634,62802,52335,26167,15700,635559
Name4097,29,Business,PAN4097X,Aadhar4097,BankAcc4097,Single,No,208858,0,41772,10443,0,0,14620,0,0,0,6266,321070
Name4098,23,Salaried,PAN4098X,Aadhar4098,BankAcc4098,Married,No,1566351,0,0,0,0,0,109645,187962,156635,78318,46991,1678563
Name4099,75,Salaried,PAN4099X,Aadhar4099,BankAcc4099,Single,No,1440527,0,288105,72026,0,115242,100837,172863,144053,0,43216,1552739
Name4100,70,Salaried,PAN4100X,Aadhar4100,BankAcc4100,Married,Yes,1662789,166279,0,83139,249418,133023,116395,199535,0,83139,49884,1775001
Name4101,40,Business,PAN4101X,Aadhar4101,BankAcc4101,Single,Yes,1184919,118492,236984,59246,177738,94794,82944,142190,118492,59246,35548,1297131
Name4102,25,Self-employed,PAN4102X,Aadhar4102,BankAcc4102,Single,No,1240971,124097,248194,62049,186146,99278,86868,0,124097,62049,37229,1353183
Name4103,29,Salaried,PAN4103X,Aadhar4103,BankAcc4103,Married,Yes,689204,68920,137841,34460,103381,55136,0,0,68920,34460,20676,801416
Name4104,84,Business,PAN4104X,Aadhar4104,BankAcc4104,Single,No,1938282,0,387656,0,290742,155063,135680,232594,0,96914,58148,2050494
Name4105,41,Salaried,PAN4105X,Aadhar4105,BankAcc4105,Married,Yes,74862,7486,0,0,0,5989,5240,8983,7486,3743,0,187074
Name4106,93,Business,PAN4106X,Aadhar4106,BankAcc4106,Married,No,224553,22455,0,11228,33683,17964,15719,0,22455,11228,6737,336765
Name4107,50,Salaried,PAN4107X,Aadhar4107,BankAcc4107,Single,No,358362,35836,71672,0,53754,28669,0,43003,0,17918,10751,470574
Name4108,83,Self-employed,PAN4108X,Aadhar4108,BankAcc4108,Married,Yes,656844,0,131369,32842,98527,52548,0,78821,65684,0,19705,769056
Name4109,82,Self-employed,PAN4109X,Aadhar4109,BankAcc4109,Single,Yes,615749,61575,123150,30787,92362,49260,43102,73890,61575,30787,18472,727961
Name4110,89,Salaried,PAN4110X,Aadhar4110,BankAcc4110,Single,No,378743,37874,75749,0,56811,0,26512,0,0,18937,11362,490955
Name4111,80,Business,PAN4111X,Aadhar4111,BankAcc4111,Single,Yes,520021,52002,104004,0,0,41602,36401,62403,0,26001,15601,632233
Name4112,78,Self-employed,PAN4112X,Aadhar4112,BankAcc4112,Married,No,1553296,155330,310659,77665,232994,124264,108731,186396,155330,77665,46599,1665508
Name4113,68,Business,PAN4113X,Aadhar4113,BankAcc4113,Single,No,756384,0,151277,37819,0,60511,52947,90766,0,37819,22692,868596
Name4114,94,Salaried,PAN4114X,Aadhar4114,BankAcc4114,Married,Yes,1448159,144816,289632,0,0,115853,101371,173779,144816,72408,43445,1560371
Name4115,100,Salaried,PAN4115X,Aadhar4115,BankAcc4115,Married,No,302565,30256,0,15128,45385,24205,21180,36308,0,15128,0,414777
Name4116,87,Self-employed,PAN4116X,Aadhar4116,BankAcc4116,Married,Yes,902615,90262,180523,45131,135392,72209,63183,108314,0,0,27078,1014827
Name4117,53,Business,PAN4117X,Aadhar4117,BankAcc4117,Married,Yes,63972,6397,12794,3199,9596,5118,0,7677,6397,3199,1919,176184
Name4118,24,Salaried,PAN4118X,Aadhar4118,BankAcc4118,Married,Yes,908063,0,0,0,136209,72645,0,108968,0,45403,27242,1020275
Name4119,20,Business,PAN4119X,Aadhar4119,BankAcc4119,Single,No,189258,0,37852,9463,28389,15141,13248,22711,18926,9463,5678,301470
Name4120,29,Salaried,PAN4120X,Aadhar4120,BankAcc4120,Married,No,271200,27120,54240,13560,40680,21696,0,32544,27120,13560,8136,383412
Name4121,51,Salaried,PAN4121X,Aadhar4121,BankAcc4121,Married,Yes,725052,72505,145010,0,108758,58004,50754,87006,72505,36253,21752,837264
Name4122,26,Self-employed,PAN4122X,Aadhar4122,BankAcc4122,Married,No,1392158,0,278432,69608,208824,111373,97451,167059,139216,69608,41765,1504370
Name4123,83,Self-employed,PAN4123X,Aadhar4123,BankAcc4123,Single,No,1834938,183494,366988,91747,275241,0,128446,220193,183494,91747,55048,1947150
Name4124,100,Salaried,PAN4124X,Aadhar4124,BankAcc4124,Married,No,1758108,175811,351622,87905,263716,0,123068,210973,175811,87905,52743,1870320
Name4125,99,Salaried,PAN4125X,Aadhar4125,BankAcc4125,Single,Yes,1360745,,272149,68037,204112,108860,,0,0,0,40822,1472957
Name4126,91,Business,PAN4126X,Aadhar4126,BankAcc4126,Married,Yes,825708,0,165142,0,0,66057,0,99085,82571,41285,0,937920
Name4127,64,Business,PAN4127X,Aadhar4127,BankAcc4127,Single,No,145686,14569,0,7284,21853,0,10198,0,14569,7284,4371,257898
Name4128,55,Business,PAN4128X,Aadhar4128,BankAcc4128,Married,No,1325384,66269,132538,33135,99404,53015,46388,79523,66269,33135,19881,1437596
Name4129,97,Self-employed,PAN4129X,Aadhar4129,BankAcc4129,Single,Yes,1404511,0,0,0,210677,112361,98316,168541,140451,70226,42135,1516723
Name4130,44,Business,PAN4130X,Aadhar4130,BankAcc4130,Married,No,1058357,0,211671,52918,158754,84669,0,127003,105836,52918,31751,1170569
Name4131,66,Business,PAN4131X,Aadhar4131,BankAcc4131,Married,Yes,95960,9596,0,4798,0,7677,6717,11515,0,0,2879,208172
Name4132,20,Business,PAN4132X,Aadhar4132,BankAcc4132,Married,Yes,1145206,114521,229041,57260,171781,91616,0,137425,0,57260,34356,1257418
Name4133,87,Self-employed,PAN4133X,Aadhar4133,BankAcc4133,Married,No,688514,68851,137703,34426,0,55081,48196,82622,68851,34426,20655,800726
Name4134,87,Salaried,PAN4134X,Aadhar4134,BankAcc4134,Single,Yes,1144147,114415,228829,57207,171622,0,80090,137298,114415,57207,34324,1256359
Name4135,74,Salaried,PAN4135X,Aadhar4135,BankAcc4135,Single,Yes,22290,2229,4458,0,3344,0,1560,2675,2229,1114,669,134502
Name4136,60,Business,PAN4136X,Aadhar4136,BankAcc4136,Single,No,1040350,0,0,0,156052,83228,72824,124842,104035,52018,31210,1152562
Name4137,90,Business,PAN4137X,Aadhar4137,BankAcc4137,Single,Yes,350417,0,0,0,52563,28033,0,42050,35042,17521,10513,462629
Name4138,93,Salaried,PAN4138X,Aadhar4138,BankAcc4138,Single,No,55089,5509,0,2754,8263,4407,3856,6611,0,2754,1653,167301
Name4139,64,Business,PAN4139X,Aadhar4139,BankAcc4139,Married,No,902050,90205,0,45102,135308,72164,63144,108246,90205,45102,27062,1014262
Name4140,41,Self-employed,PAN4140X,Aadhar4140,BankAcc4140,Single,No,1126411,0,0,0,168962,90113,78849,135169,0,56321,33792,1238623
Name4141,27,Business,PAN4141X,Aadhar4141,BankAcc4141,Single,No,733192,73319,146638,0,109979,58655,51323,87983,73319,36660,21996,845404
Name4142,32,Business,PAN4142X,Aadhar4142,BankAcc4142,Married,Yes,1231147,123115,246229,61557,184672,98492,86180,147738,123115,61557,36934,1343359
Name4143,47,Business,PAN4143X,Aadhar4143,BankAcc4143,Married,No,1944435,0,388887,97222,0,155555,136110,233332,194444,97222,58333,2056647
Name4144,67,Business,PAN4144X,Aadhar4144,BankAcc4144,Single,No,1274765,127476,254953,63738,191215,0,0,152972,0,63738,38243,1386977
Name4145,94,Self-employed,PAN4145X,Aadhar4145,BankAcc4145,Single,Yes,875603,87560,0,43780,131340,70048,61292,0,87560,43780,0,987815
Name4146,71,Business,PAN4146X,Aadhar4146,BankAcc4146,Single,Yes,407978,40798,81596,20399,61197,32638,0,48957,0,20399,12239,520190
Name4147,95,Business,PAN4147X,Aadhar4147,BankAcc4147,Single,No,735466,73547,147093,36773,110320,58837,51483,88256,0,36773,22064,847678
Name4148,43,Salaried,PAN4148X,Aadhar4148,BankAcc4148,Married,No,976145,97614,195229,48807,146422,78092,68330,117137,97614,48807,29284,1088357
Name4149,55,Self-employed,PAN4149X,Aadhar4149,BankAcc4149,Married,Yes,708297,70830,141659,35415,106245,56664,49581,84996,70830,35415,21249,820509
Name4150,93,Salaried,PAN4150X,Aadhar4150,BankAcc4150,Single,Yes,1735132,,347026,86757,0,138811,121459,208216,0,86757,52054,1847344
Name4151,71,Business,PAN4151X,Aadhar4151,BankAcc4151,Single,No,829076,82908,0,41454,0,66326,58035,0,82908,0,24872,941288
Name4152,30,Self-employed,PAN4152X,Aadhar4152,BankAcc4152,Married,No,3555622,177781,355562,88891,0,142225,124447,213337,177781,88891,53334,3667834
Name4153,75,Business,PAN4153X,Aadhar4153,BankAcc4153,Single,Yes,316910,31691,0,0,47536,25353,22184,0,31691,15846,9507,429122
Name4154,64,Business,PAN4154X,Aadhar4154,BankAcc4154,Married,No,133233,13323,26647,6662,19985,10659,9326,15988,13323,6662,3997,245445
Name4155,61,Business,PAN4155X,Aadhar4155,BankAcc4155,Single,No,1574207,157421,314841,0,236131,125937,110194,188905,157421,78710,47226,1686419
Name4156,74,Salaried,PAN4156X,Aadhar4156,BankAcc4156,Married,Yes,837939,83794,167588,41897,125691,67035,58656,100553,0,41897,25138,950151
Name4157,26,Salaried,PAN4157X,Aadhar4157,BankAcc4157,Married,Yes,1544043,0,308809,77202,231606,123523,108083,185285,154404,77202,46321,1656255
Name4158,68,Business,PAN4158X,Aadhar4158,BankAcc4158,Married,Yes,1765438,0,353088,88272,264816,141235,123581,211853,176544,88272,52963,1877650
Name4159,73,Business,PAN4159X,Aadhar4159,BankAcc4159,Single,No,860610,0,172122,43030,129092,68849,60243,103273,0,43030,25818,972822
Name4160,45,Salaried,PAN4160X,Aadhar4160,BankAcc4160,Single,No,72203,7220,14441,0,0,5776,5054,8664,7220,3610,2166,184415
Name4161,69,Salaried,PAN4161X,Aadhar4161,BankAcc4161,Single,Yes,42703,4270,0,2135,0,,2989,5124,4270,2135,1281,154915
Name4162,36,Salaried,PAN4162X,Aadhar4162,BankAcc4162,Married,No,304616,30462,60923,15231,45692,24369,21323,36554,30462,15231,9138,416828
Name4163,38,Business,PAN4163X,Aadhar4163,BankAcc4163,Married,No,1703778,0,340756,85189,255567,136302,119264,204453,0,85189,51113,1815990
Name4164,37,Salaried,PAN4164X,Aadhar4164,BankAcc4164,Married,No,1539188,153919,307838,76959,230878,123135,107743,0,153919,76959,46176,1651400
Name4165,45,Salaried,PAN4165X,Aadhar4165,BankAcc4165,Single,No,254931,0,50986,0,38240,20394,17845,0,0,12747,7648,367143
Name4166,58,Salaried,PAN4166X,Aadhar4166,BankAcc4166,Married,Yes,312546,0,62509,0,46882,0,21878,37506,0,15627,9376,424758
Name4167,67,Business,PAN4167X,Aadhar4167,BankAcc4167,Single,Yes,251113,0,0,12556,37667,0,17578,0,25111,12556,7533,363325
Name4168,25,Salaried,PAN4168X,Aadhar4168,BankAcc4168,Married,Yes,369682,36968,73936,0,0,29575,0,44362,0,18484,11090,481894
Name4169,30,Salaried,PAN4169X,Aadhar4169,BankAcc4169,Single,Yes,1062587,106259,0,53129,159388,85007,74381,127510,106259,53129,31878,1174799
Name4170,75,Self-employed,PAN4170X,Aadhar4170,BankAcc4170,Married,Yes,1630191,163019,326038,81510,244529,130415,114113,195623,163019,81510,48906,1742403
Name4171,85,Business,PAN4171X,Aadhar4171,BankAcc4171,Married,No,1064503,106450,212901,0,159675,85160,74515,127740,106450,53225,31935,1176715
Name4172,64,Self-employed,PAN4172X,Aadhar4172,BankAcc4172,Single,Yes,368654,36865,73731,0,55298,29492,25806,44238,36865,18433,11060,480866
Name4173,99,Salaried,PAN4173X,Aadhar4173,BankAcc4173,Married,No,824063,0,0,41203,123609,0,57684,98888,0,41203,24722,936275
Name4174,49,Business,PAN4174X,Aadhar4174,BankAcc4174,Single,No,360363,0,0,18018,0,0,25225,0,36036,18018,0,472575
Name4175,73,Self-employed,PAN4175X,Aadhar4175,BankAcc4175,Single,No,185549,18555,37110,9277,27832,0,12988,22266,0,9277,5566,297761
Name4176,91,Self-employed,PAN4176X,Aadhar4176,BankAcc4176,Single,Yes,749243,74924,149849,0,0,59939,52447,89909,74924,37462,22477,861455
Name4177,20,Self-employed,PAN4177X,Aadhar4177,BankAcc4177,Married,Yes,508953,50895,101791,25448,76343,0,35627,61074,0,25448,15269,621165
Name4178,91,Business,PAN4178X,Aadhar4178,BankAcc4178,Married,Yes,363964,36396,72793,0,54595,0,25477,43676,36396,18198,10919,476176
Name4179,57,Business,PAN4179X,Aadhar4179,BankAcc4179,Married,Yes,719854,0,143971,0,107978,57588,50390,86382,0,35993,21596,832066
Name4180,33,Self-employed,PAN4180X,Aadhar4180,BankAcc4180,Single,No,227053,0,0,11353,34058,0,15894,27246,0,11353,6812,339265
Name4181,57,Business,PAN4181X,Aadhar4181,BankAcc4181,Single,Yes,218529,0,0,0,0,17482,15297,26223,21853,10926,6556,330741
Name4182,51,Self-employed,PAN4182X,Aadhar4182,BankAcc4182,Married,No,311745,31174,62349,0,0,24940,21822,37409,31174,15587,9352,423957
Name4183,78,Self-employed,PAN4183X,Aadhar4183,BankAcc4183,Married,No,284744,0,56949,14237,42712,22780,19932,0,0,14237,8542,396956
Name4184,82,Salaried,PAN4184X,Aadhar4184,BankAcc4184,Single,No,463005,0,92601,0,69451,37040,32410,0,46300,23150,13890,575217
Name4185,77,Salaried,PAN4185X,Aadhar4185,BankAcc4185,Single,No,472449,47245,94490,23622,70867,0,33071,56694,47245,23622,14173,584661
Name4186,22,Salaried,PAN4186X,Aadhar4186,BankAcc4186,Single,Yes,1706499,170650,341300,0,255975,136520,119455,204780,170650,85325,51195,1818711
Name4187,63,Salaried,PAN4187X,Aadhar4187,BankAcc4187,Married,Yes,1767701,176770,353540,0,0,141416,0,212124,176770,88385,53031,1879913
Name4188,25,Salaried,PAN4188X,Aadhar4188,BankAcc4188,Single,No,497171,49717,99434,0,74576,39774,34802,59661,49717,0,14915,609383
Name4189,37,Business,PAN4189X,Aadhar4189,BankAcc4189,Single,No,880426,88043,176085,44021,132064,70434,0,105651,88043,44021,26413,992638
Name4190,24,Business,PAN4190X,Aadhar4190,BankAcc4190,Married,Yes,1191519,119152,238304,59576,178728,95322,83406,142982,0,59576,35746,1303731
Name4191,51,Business,PAN4191X,Aadhar4191,BankAcc4191,Single,Yes,1884487,188449,0,94224,0,150759,131914,226138,188449,94224,56535,1996699
Name4192,88,Business,PAN4192X,Aadhar4192,BankAcc4192,Single,Yes,603377,0,0,30169,90507,0,42236,72405,60338,30169,18101,715589
Name4193,47,Business,PAN4193X,Aadhar4193,BankAcc4193,Married,No,136928,13693,27386,0,20539,0,9585,16431,0,6846,4108,249140
Name4194,26,Business,PAN4194X,Aadhar4194,BankAcc4194,Married,No,902305,90230,180461,45115,135346,72184,63161,108277,90230,45115,27069,1014517
Name4195,44,Salaried,PAN4195X,Aadhar4195,BankAcc4195,Single,Yes,775126,77513,155025,38756,116269,62010,54259,93015,77513,0,23254,887338
Name4196,71,Self-employed,PAN4196X,Aadhar4196,BankAcc4196,Married,No,95486,0,19097,4774,0,7639,6684,11458,0,4774,2865,207698
Name4197,84,Salaried,PAN4197X,Aadhar4197,BankAcc4197,Single,No,1017084,101708,203417,50854,152563,81367,71196,122050,0,50854,30513,1129296
Name4198,31,Salaried,PAN4198X,Aadhar4198,BankAcc4198,Single,Yes,1981325,198132,396265,99066,297199,158506,138693,237759,0,99066,59440,2093537
Name4199,22,Salaried,PAN4199X,Aadhar4199,BankAcc4199,Married,Yes,25729,2573,0,0,3859,2058,1801,0,2573,1286,772,137941
Name4200,98,Self-employed,PAN4200X,Aadhar4200,BankAcc4200,Single,Yes,1668662,166866,0,0,0,133493,116806,200239,0,83433,50060,1780874
Name4201,82,Business,PAN4201X,Aadhar4201,BankAcc4201,Married,Yes,491036,49104,98207,0,73655,39283,0,58924,49104,24552,14731,603248
Name4202,31,Self-employed,PAN4202X,Aadhar4202,BankAcc4202,Married,Yes,816058,81606,,0,122409,65285,57124,97927,81606,40803,24482,928270
Name4203,94,Salaried,PAN4203X,Aadhar4203,BankAcc4203,Single,No,1441932,0,0,72097,0,115355,100935,173032,144193,72097,43258,1554144
Name4204,70,Self-employed,PAN4204X,Aadhar4204,BankAcc4204,Single,No,1363645,136364,0,68182,204547,109092,95455,163637,136364,68182,40909,1475857
Name4205,97,Salaried,PAN4205X,Aadhar4205,BankAcc4205,Married,Yes,1627308,162731,0,81365,244096,130185,113912,195277,162731,81365,48819,1739520
Name4206,72,Self-employed,PAN4206X,Aadhar4206,BankAcc4206,Single,Yes,1125302,112530,225060,56265,168795,0,78771,135036,112530,56265,33759,1237514
Name4207,44,Business,PAN4207X,Aadhar4207,BankAcc4207,Married,Yes,170878,0,34176,8544,0,13670,11961,0,17088,8544,5126,283090
Name4208,93,Self-employed,PAN4208X,Aadhar4208,BankAcc4208,Married,Yes,1802349,180235,360470,0,270352,144188,0,216282,180235,0,54070,1914561
Name4209,50,Business,PAN4209X,Aadhar4209,BankAcc4209,Single,Yes,1400178,140018,280036,70009,0,112014,98012,168021,140018,70009,42005,1512390
Name4210,70,Self-employed,PAN4210X,Aadhar4210,BankAcc4210,Single,No,649514,64951,0,0,0,51961,45466,77942,64951,32476,19485,761726
Name4211,56,Self-employed,PAN4211X,Aadhar4211,BankAcc4211,Single,Yes,938791,93879,187758,46940,140819,0,65715,112655,0,46940,28164,1051003
Name4212,83,Self-employed,PAN4212X,Aadhar4212,BankAcc4212,Married,No,280006,28001,56001,0,0,22400,19600,33601,28001,14000,8400,392218
Name4213,79,Salaried,PAN4213X,Aadhar4213,BankAcc4213,Married,Yes,320324,32032,64065,0,0,25626,22423,38439,0,16016,9610,432536
Name4214,90,Salaried,PAN4214X,Aadhar4214,BankAcc4214,Single,Yes,235464,23546,47093,0,0,18837,16482,28256,23546,0,7064,347676
Name4215,49,Salaried,PAN4215X,Aadhar4215,BankAcc4215,Single,No,1664953,166495,0,0,249743,133196,116547,199794,166495,83248,49949,1777165
Name4216,46,Self-employed,PAN4216X,Aadhar4216,BankAcc4216,Married,No,1719532,0,343906,85977,257930,137563,120367,0,171953,0,51586,1831744
Name4217,39,Business,PAN4217X,Aadhar4217,BankAcc4217,Married,Yes,1472560,0,0,73628,220884,117805,0,0,147256,73628,44177,1584772
Name4218,54,Salaried,PAN4218X,Aadhar4218,BankAcc4218,Married,Yes,1183165,118316,0,0,177475,94653,82822,0,,59158,35495,1295377
Name4219,31,Self-employed,PAN4219X,Aadhar4219,BankAcc4219,Married,No,84535,8454,16907,4227,0,0,5917,10144,0,4227,2536,196747
Name4220,49,Self-employed,PAN4220X,Aadhar4220,BankAcc4220,Single,No,826578,82658,165316,0,123987,66126,57860,99189,82658,41329,24797,938790
Name4221,75,Salaried,PAN4221X,Aadhar4221,BankAcc4221,Single,Yes,647815,64782,129563,32391,0,0,45347,77738,64782,32391,19434,760027
Name4222,84,Business,PAN4222X,Aadhar4222,BankAcc4222,Married,Yes,1423039,142304,0,71152,213456,113843,99613,170765,0,71152,42691,1535251
Name4223,27,Self-employed,PAN4223X,Aadhar4223,BankAcc4223,Single,No,607877,60788,121575,0,0,0,0,72945,60788,0,18236,720089
Name4224,20,Self-employed,PAN4224X,Aadhar4224,BankAcc4224,Married,No,1275044,127504,255009,0,191257,102004,0,0,0,63752,38251,1387256
Name4225,91,Business,PAN4225X,Aadhar4225,BankAcc4225,Married,Yes,82599,8260,16520,4130,12390,6608,5782,9912,0,4130,2478,194811
Name4226,50,Business,PAN4226X,Aadhar4226,BankAcc4226,Married,No,1609926,160993,0,80496,0,128794,112695,193191,0,80496,0,1722138
Name4227,50,Business,PAN4227X,Aadhar4227,BankAcc4227,Married,Yes,1410099,141010,0,70505,211515,112808,0,169212,0,70505,42303,1522311
Name4228,68,Business,PAN4228X,Aadhar4228,BankAcc4228,Single,Yes,1537680,153768,307536,76884,230652,123014,107638,184522,153768,76884,46130,1649892
Name4229,96,Business,PAN4229X,Aadhar4229,BankAcc4229,Single,Yes,1334942,133494,266988,66747,200241,106795,93446,160193,133494,66747,40048,1447154
Name4230,95,Self-employed,PAN4230X,Aadhar4230,BankAcc4230,Married,No,1649529,164953,329906,82476,247429,131962,115467,197943,0,82476,49486,1761741
Name4231,49,Business,PAN4231X,Aadhar4231,BankAcc4231,Single,Yes,1946030,194603,389206,97302,291904,155682,136222,233524,0,97302,58381,2058242
Name4232,27,Self-employed,PAN4232X,Aadhar4232,BankAcc4232,Married,Yes,46085,4608,0,0,6913,3687,3226,0,4608,2304,1383,158297
Name4233,27,Self-employed,PAN4233X,Aadhar4233,BankAcc4233,Single,Yes,757063,75706,0,37853,113559,60565,52994,90848,0,37853,22712,869275
Name4234,78,Salaried,PAN4234X,Aadhar4234,BankAcc4234,Married,No,1606894,160689,321379,0,0,128552,112483,192827,0,80345,48207,1719106
Name4235,93,Salaried,PAN4235X,Aadhar4235,BankAcc4235,Married,Yes,1846960,0,369392,0,277044,147757,129287,221635,184696,92348,55409,1959172
Name4236,77,Self-employed,PAN4236X,Aadhar4236,BankAcc4236,Single,No,752307,75231,,37615,112846,0,52661,90277,75231,37615,22569,864519
Name4237,60,Self-employed,PAN4237X,Aadhar4237,BankAcc4237,Single,Yes,1655471,165547,331094,82774,248321,132438,0,198657,165547,82774,49664,1767683
Name4238,67,Self-employed,PAN4238X,Aadhar4238,BankAcc4238,Single,Yes,1621684,162168,324337,81084,243253,129735,113518,194602,162168,0,48651,1733896
Name4239,21,Salaried,PAN4239X,Aadhar4239,BankAcc4239,Single,No,1593201,159320,0,79660,238980,127456,111524,0,159320,79660,47796,1705413
Name4240,96,Business,PAN4240X,Aadhar4240,BankAcc4240,Married,No,393896,39390,78779,19695,59084,0,27573,47268,0,19695,11817,506108
Name4241,83,Salaried,PAN4241X,Aadhar4241,BankAcc4241,Married,No,469217,46922,93843,23461,70383,37537,32845,56306,0,0,14077,581429
Name4242,85,Salaried,PAN4242X,Aadhar4242,BankAcc4242,Married,Yes,1671882,167188,334376,83594,250782,133751,117032,200626,167188,83594,50156,1784094
Name4243,86,Business,PAN4243X,Aadhar4243,BankAcc4243,Married,No,1199294,119929,239859,59965,0,95944,83951,0,119929,59965,35979,1311506
Name4244,83,Self-employed,PAN4244X,Aadhar4244,BankAcc4244,Single,Yes,986687,98669,197337,49334,148003,0,69068,0,0,49334,29601,1098899
